CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment_Code,Segment
12281,50,18,465.96,3,5,5,13,355,Loyal Customers
12282,53,6,88.8,3,1,1,5,311,Promising
12283,488,5,29.75,1,1,1,3,111,Lost
12284,108,16,431.09,2,5,5,12,255,At Risk
12285,16,13,183.25,4,4,2,10,442,Loyal Customers
12286,129,10,104.69,2,2,1,5,221,Hibernating
12287,5,14,212.65,5,4,3,12,543,Loyal Customers
12288,16,14,245.54,4,4,3,11,443,Loyal Customers
12289,13,11,120.74,5,3,1,9,531,Loyal Customers
12290,104,8,397.81,2,1,5,8,215,Need Attention
12291,3,10,175.4,5,2,2,9,522,New Customers
12292,25,8,145.6,4,1,2,7,412,New Customers
12293,214,10,222.21,1,2,3,6,123,Hibernating
12294,48,9,75.6,3,2,1,6,321,Promising
12295,40,19,335.13,3,5,5,13,355,Loyal Customers
12296,512,11,129.75,1,3,1,5,131,Hibernating
12297,202,13,176.73,1,4,2,7,142,Cant Lose Them
12298,10,9,152.72,5,2,2,9,522,New Customers
12299,1,11,301.79,5,3,4,12,534,Loyal Customers
12300,135,9,222.66,1,2,3,6,123,Hibernating
12301,4,14,369.66,5,4,5,14,545,Champions
12302,50,12,281.0,3,3,4,10,334,Loyal Customers
12303,25,17,252.45,4,5,4,13,454,Champions
12304,116,9,166.67,2,2,2,6,222,Hibernating
12305,33,8,92.2,3,1,1,5,311,Promising
12306,97,8,205.94,2,1,3,6,213,Hibernating
12307,34,9,234.6,3,2,3,8,323,Potential Loyalists
12308,57,13,393.76,3,4,5,12,345,Loyal Customers
12309,59,8,130.5,3,1,1,5,311,Promising
12310,33,11,273.63,3,3,4,10,334,Loyal Customers
12311,34,14,207.82,3,4,3,10,343,Loyal Customers
12312,51,14,260.63,3,4,4,11,344,Loyal Customers
12313,213,7,147.3,1,1,2,4,112,Lost
12314,14,13,216.87,5,4,3,12,543,Loyal Customers
12315,148,12,226.51,1,3,3,7,133,At Risk
12316,7,11,185.07,5,3,2,10,532,Loyal Customers
12317,8,14,305.63,5,4,4,13,544,Champions
12318,102,13,322.04,2,4,4,10,244,At Risk
12319,17,11,214.11,4,3,3,10,433,Loyal Customers
12320,67,7,112.1,2,1,1,4,211,Hibernating
12321,152,11,422.68,1,3,5,9,135,At Risk
12322,444,6,74.45,1,1,1,3,111,Lost
12323,140,13,222.1,1,4,3,8,143,At Risk
12324,21,5,80.5,4,1,1,6,411,New Customers
12325,62,13,191.3,3,4,2,9,342,Loyal Customers
12326,141,15,348.52,1,5,5,11,155,At Risk
12327,28,17,351.04,4,5,5,14,455,Champions
12328,28,11,158.3,4,3,2,9,432,Loyal Customers
12329,90,11,239.55,2,3,3,8,233,At Risk
12330,137,17,348.29,1,5,5,11,155,At Risk
12331,109,9,118.45,2,2,1,5,221,Hibernating
12332,35,13,87.7,3,4,1,8,341,Loyal Customers
12333,21,20,459.61,4,5,5,14,455,Champions
12334,22,14,218.25,4,4,3,11,443,Loyal Customers
12335,6,11,296.77,5,3,4,12,534,Loyal Customers
12336,80,12,290.05,2,3,4,9,234,At Risk
12337,34,8,97.71,3,1,1,5,311,Promising
12338,320,6,93.03,1,1,1,3,111,Lost
12339,151,16,336.9,1,5,5,11,155,At Risk
12340,56,14,373.4,3,4,5,12,345,Loyal Customers
12341,84,16,307.84,2,5,4,11,254,At Risk
12342,45,9,142.65,3,2,1,6,321,Promising
12343,238,7,94.05,1,1,1,3,111,Lost
12344,25,13,167.21,4,4,2,10,442,Loyal Customers
12345,61,19,346.6,3,5,5,13,355,Loyal Customers
12346,12,11,328.5,5,3,5,13,535,Loyal Customers
12347,13,14,325.34,5,4,5,14,545,Champions
12348,29,18,254.65,4,5,4,13,454,Champions
12349,1,10,143.43,5,2,1,8,521,New Customers
12350,4,6,106.65,5,1,1,7,511,New Customers
12351,15,11,142.25,4,3,1,8,431,Loyal Customers
12352,37,10,207.75,3,2,3,8,323,Potential Loyalists
12353,68,17,216.91,2,5,3,10,253,At Risk
12354,16,24,485.72,4,5,5,14,455,Champions
12355,5,15,213.0,5,5,3,13,553,Loyal Customers
12356,5,17,341.37,5,5,5,15,555,Champions
12357,29,17,356.76,4,5,5,14,455,Champions
12358,10,5,249.75,5,1,3,9,513,New Customers
12359,86,10,326.26,2,2,5,9,225,Need Attention
12360,24,11,228.98,4,3,3,10,433,Loyal Customers
12361,12,9,163.75,5,2,2,9,522,New Customers
12362,32,19,297.42,4,5,4,13,454,Champions
12363,81,12,229.35,2,3,3,8,233,At Risk
12364,215,12,170.48,1,3,2,6,132,Hibernating
12365,12,13,312.63,5,4,4,13,544,Champions
12366,3,7,82.54,5,1,1,7,511,New Customers
12367,50,20,247.78,3,5,3,11,353,Loyal Customers
12368,120,11,122.25,2,3,1,6,231,Hibernating
12369,56,12,248.0,3,3,3,9,333,Loyal Customers
12370,212,9,177.03,1,2,2,5,122,Lost
12371,47,11,247.1,3,3,3,9,333,Loyal Customers
12372,14,13,214.77,5,4,3,12,543,Loyal Customers
12373,24,9,153.06,4,2,2,8,422,New Customers
12374,5,15,331.39,5,5,5,15,555,Champions
12375,70,10,315.81,2,2,4,8,224,Need Attention
12376,116,10,357.64,2,2,5,9,225,Need Attention
12377,90,15,453.38,2,5,5,12,255,At Risk
12378,4,14,151.15,5,4,2,11,542,Loyal Customers
12379,135,14,521.43,1,4,5,10,145,At Risk
12380,4,12,153.35,5,3,2,10,532,Loyal Customers
12381,107,10,370.28,2,2,5,9,225,Need Attention
12382,4,15,287.16,5,5,4,14,554,Champions
12383,89,6,95.55,2,1,1,4,211,Hibernating
12384,9,14,244.03,5,4,3,12,543,Loyal Customers
12385,2,16,455.31,5,5,5,15,555,Champions
12386,74,11,410.57,2,3,5,10,235,At Risk
12387,53,10,147.15,3,2,2,7,322,Promising
12388,273,6,154.0,1,1,2,4,112,Lost
12389,33,10,227.6,3,2,3,8,323,Potential Loyalists
12390,13,15,413.39,5,5,5,15,555,Champions
12391,108,17,380.35,2,5,5,12,255,At Risk
12392,196,12,227.41,1,3,3,7,133,At Risk
12393,142,11,322.13,1,3,4,8,134,At Risk
12394,3,10,339.98,5,2,5,12,525,New Customers
12395,31,20,352.14,4,5,5,14,455,Champions
12396,93,13,262.74,2,4,4,10,244,At Risk
12397,38,14,167.25,3,4,2,9,342,Loyal Customers
12398,50,7,58.65,3,1,1,5,311,Promising
12399,25,23,449.52,4,5,5,14,455,Champions
12400,77,11,151.89,2,3,2,7,232,Need Attention
12401,28,12,323.21,4,3,4,11,434,Loyal Customers
12402,86,11,167.2,2,3,2,7,232,Need Attention
12403,64,11,102.59,2,3,1,6,231,Hibernating
12404,232,14,355.19,1,4,5,10,145,At Risk
12405,63,14,358.76,2,4,5,11,245,At Risk
12406,194,10,232.01,1,2,3,6,123,Hibernating
12407,112,8,123.04,2,1,1,4,211,Hibernating
12408,6,15,297.34,5,5,4,14,554,Champions
12409,14,16,219.2,5,5,3,13,553,Loyal Customers
12410,73,3,15.85,2,1,1,4,211,Hibernating
12411,68,13,238.9,2,4,3,9,243,At Risk
12412,81,15,384.41,2,5,5,12,255,At Risk
12413,42,8,255.93,3,1,4,8,314,Potential Loyalists
12414,27,12,187.69,4,3,2,9,432,Loyal Customers
12415,46,11,245.93,3,3,3,9,333,Loyal Customers
12416,107,12,204.7,2,3,3,8,233,At Risk
12417,190,10,253.45,1,2,4,7,124,Need Attention
12418,11,14,402.7,5,4,5,14,545,Champions
12419,80,12,238.15,2,3,3,8,233,At Risk
12420,1,14,151.35,5,4,2,11,542,Loyal Customers
12421,48,17,293.38,3,5,4,12,354,Loyal Customers
12422,93,10,176.33,2,2,2,6,222,Hibernating
12423,20,18,295.58,4,5,4,13,454,Champions
12424,101,12,257.98,2,3,4,9,234,At Risk
12425,20,12,125.79,4,3,1,8,431,Loyal Customers
12426,57,13,274.45,3,4,4,11,344,Loyal Customers
12427,144,13,323.03,1,4,4,9,144,At Risk
12428,32,12,186.38,4,3,2,9,432,Loyal Customers
12429,47,13,135.58,3,4,1,8,341,Loyal Customers
12430,18,10,178.54,4,2,2,8,422,New Customers
12431,4,8,80.1,5,1,1,7,511,New Customers
12432,475,6,83.53,1,1,1,3,111,Lost
12433,19,17,320.62,4,5,4,13,454,Champions
12434,74,14,251.14,2,4,4,10,244,At Risk
12435,47,14,199.4,3,4,3,10,343,Loyal Customers
12436,99,6,77.6,2,1,1,4,211,Hibernating
12437,78,17,278.52,2,5,4,11,254,At Risk
12438,105,19,574.41,2,5,5,12,255,At Risk
12439,3,15,221.96,5,5,3,13,553,Loyal Customers
12440,145,15,387.43,1,5,5,11,155,At Risk
12441,169,8,325.22,1,1,5,7,115,Need Attention
12442,31,11,158.55,4,3,2,9,432,Loyal Customers
12443,20,13,214.45,4,4,3,11,443,Loyal Customers
12444,168,8,219.79,1,1,3,5,113,Hibernating
12445,13,14,244.13,5,4,3,12,543,Loyal Customers
12446,58,13,242.77,3,4,3,10,343,Loyal Customers
12447,44,8,119.79,3,1,1,5,311,Promising
12448,18,13,188.23,4,4,2,10,442,Loyal Customers
12449,38,12,241.09,3,3,3,9,333,Loyal Customers
12450,17,10,481.33,4,2,5,11,425,New Customers
12451,40,13,365.08,3,4,5,12,345,Loyal Customers
12452,256,8,77.14,1,1,1,3,111,Lost
12453,61,9,134.55,3,2,1,6,321,Promising
12454,9,8,88.0,5,1,1,7,511,New Customers
12455,181,9,198.49,1,2,3,6,123,Hibernating
12456,5,11,253.43,5,3,4,12,534,Loyal Customers
12457,22,17,306.55,4,5,4,13,454,Champions
12458,134,9,82.7,1,2,1,4,121,Lost
12459,45,14,197.99,3,4,3,10,343,Loyal Customers
12460,70,11,424.43,2,3,5,10,235,At Risk
12461,16,16,270.63,4,5,4,13,454,Champions
12462,17,11,355.0,4,3,5,12,435,Loyal Customers
12463,30,11,318.63,4,3,4,11,434,Loyal Customers
12464,15,14,193.47,4,4,2,10,442,Loyal Customers
12465,193,8,95.19,1,1,1,3,111,Lost
12466,62,12,134.25,3,3,1,7,331,Loyal Customers
12467,79,14,163.64,2,4,2,8,242,Cant Lose Them
12468,248,14,268.06,1,4,4,9,144,At Risk
12469,87,7,156.3,2,1,2,5,212,Hibernating
12470,83,18,278.3,2,5,4,11,254,At Risk
12471,58,21,586.97,3,5,5,13,355,Loyal Customers
12472,179,6,110.92,1,1,1,3,111,Lost
12473,215,7,187.95,1,1,2,4,112,Lost
12474,105,9,228.3,2,2,3,7,223,Need Attention
12475,159,14,158.17,1,4,2,7,142,Cant Lose Them
12476,114,15,321.79,2,5,4,11,254,At Risk
12477,39,11,165.84,3,3,2,8,332,Loyal Customers
12478,52,18,307.49,3,5,4,12,354,Loyal Customers
12479,16,14,293.7,4,4,4,12,444,Champions
12480,12,15,363.8,5,5,5,15,555,Champions
12481,55,8,119.7,3,1,1,5,311,Promising
12482,158,11,97.34,1,3,1,5,131,Hibernating
12483,18,11,199.9,4,3,3,10,433,Loyal Customers
12484,85,11,195.15,2,3,2,7,232,Need Attention
12485,50,9,168.5,3,2,2,7,322,Promising
12486,38,16,423.12,3,5,5,13,355,Loyal Customers
12487,58,8,164.21,3,1,2,6,312,Promising
12488,14,11,279.12,5,3,4,12,534,Loyal Customers
12489,24,12,389.17,4,3,5,12,435,Loyal Customers
12490,1,14,389.2,5,4,5,14,545,Champions
12491,4,14,246.72,5,4,3,12,543,Loyal Customers
12492,136,18,267.79,1,5,4,10,154,At Risk
12493,34,15,204.38,3,5,3,11,353,Loyal Customers
12494,80,10,183.56,2,2,2,6,222,Hibernating
12495,310,7,125.99,1,1,1,3,111,Lost
12496,120,10,174.13,2,2,2,6,222,Hibernating
12497,5,11,334.26,5,3,5,13,535,Loyal Customers
12498,64,13,308.87,2,4,4,10,244,At Risk
12499,13,16,240.23,5,5,3,13,553,Loyal Customers
12500,5,8,102.9,5,1,1,7,511,New Customers
12501,128,11,167.5,2,3,2,7,232,Need Attention
12502,32,8,183.35,4,1,2,7,412,New Customers
12503,445,7,67.95,1,1,1,3,111,Lost
12504,138,11,282.92,1,3,4,8,134,At Risk
12505,2,9,124.28,5,2,1,8,521,New Customers
12506,1,9,66.8,5,2,1,8,521,New Customers
12507,104,14,216.93,2,4,3,9,243,At Risk
12508,56,12,104.65,3,3,1,7,331,Loyal Customers
12509,26,14,321.97,4,4,4,12,444,Champions
12510,334,9,344.14,1,2,5,8,125,Need Attention
12511,74,12,261.79,2,3,4,9,234,At Risk
12512,142,20,570.52,1,5,5,11,155,At Risk
12513,171,8,265.53,1,1,4,6,114,Hibernating
12514,196,8,176.07,1,1,2,4,112,Lost
12515,65,12,252.63,2,3,4,9,234,At Risk
12516,26,17,396.28,4,5,5,14,455,Champions
12517,13,6,151.75,5,1,2,8,512,New Customers
12518,231,7,99.3,1,1,1,3,111,Lost
12519,25,6,129.35,4,1,1,6,411,New Customers
12520,82,12,184.16,2,3,2,7,232,Need Attention
12521,44,13,253.1,3,4,4,11,344,Loyal Customers
12522,261,9,169.02,1,2,2,5,122,Lost
12523,10,17,309.06,5,5,4,14,554,Champions
12524,135,13,242.34,1,4,3,8,143,At Risk
12525,18,19,359.35,4,5,5,14,455,Champions
12526,58,13,115.65,3,4,1,8,341,Loyal Customers
12527,87,14,205.43,2,4,3,9,243,At Risk
12528,116,7,132.45,2,1,1,4,211,Hibernating
12529,12,21,338.15,5,5,5,15,555,Champions
12530,40,11,121.18,3,3,1,7,331,Loyal Customers
12531,55,12,121.2,3,3,1,7,331,Loyal Customers
12532,6,14,249.69,5,4,3,12,543,Loyal Customers
12533,47,22,439.48,3,5,5,13,355,Loyal Customers
12534,108,5,81.63,2,1,1,4,211,Hibernating
12535,52,16,267.34,3,5,4,12,354,Loyal Customers
12536,42,12,231.06,3,3,3,9,333,Loyal Customers
12537,162,6,145.76,1,1,2,4,112,Lost
12538,72,6,57.19,2,1,1,4,211,Hibernating
12539,75,19,352.68,2,5,5,12,255,At Risk
12540,64,13,218.38,2,4,3,9,243,At Risk
12541,115,12,442.87,2,3,5,10,235,At Risk
12542,124,10,224.24,2,2,3,7,223,Need Attention
12543,1,9,138.29,5,2,1,8,521,New Customers
12544,108,10,124.77,2,2,1,5,221,Hibernating
12545,152,5,175.74,1,1,2,4,112,Lost
12546,84,12,356.93,2,3,5,10,235,At Risk
12547,12,11,140.54,5,3,1,9,531,Loyal Customers
12548,3,12,167.04,5,3,2,10,532,Loyal Customers
12549,9,5,65.0,5,1,1,7,511,New Customers
12550,62,15,182.05,3,5,2,10,352,Loyal Customers
12551,57,13,390.37,3,4,5,12,345,Loyal Customers
12552,115,15,250.09,2,5,3,10,253,At Risk
12553,185,13,178.3,1,4,2,7,142,Cant Lose Them
12554,22,12,191.58,4,3,2,9,432,Loyal Customers
12555,182,9,131.0,1,2,1,4,121,Lost
12556,125,9,67.3,2,2,1,5,221,Hibernating
12557,2,11,396.03,5,3,5,13,535,Loyal Customers
12558,41,14,177.43,3,4,2,9,342,Loyal Customers
12559,12,15,265.93,5,5,4,14,554,Champions
12560,360,5,52.75,1,1,1,3,111,Lost
12561,7,8,91.0,5,1,1,7,511,New Customers
12562,98,12,205.45,2,3,3,8,233,At Risk
12563,127,15,510.8,2,5,5,12,255,At Risk
12564,6,15,220.22,5,5,3,13,553,Loyal Customers
12565,163,5,70.45,1,1,1,3,111,Lost
12566,6,10,305.8,5,2,4,11,524,New Customers
12567,45,14,190.24,3,4,2,9,342,Loyal Customers
12568,23,12,230.35,4,3,3,10,433,Loyal Customers
12569,43,18,395.98,3,5,5,13,355,Loyal Customers
12570,32,18,393.67,4,5,5,14,455,Champions
12571,22,17,264.32,4,5,4,13,454,Champions
12572,114,13,238.2,2,4,3,9,243,At Risk
12573,153,7,78.75,1,1,1,3,111,Lost
12574,161,7,54.15,1,1,1,3,111,Lost
12575,54,11,125.2,3,3,1,7,331,Loyal Customers
12576,143,9,176.75,1,2,2,5,122,Lost
12577,6,12,183.58,5,3,2,10,532,Loyal Customers
12578,50,9,228.11,3,2,3,8,323,Potential Loyalists
12579,156,7,199.33,1,1,3,5,113,Hibernating
12580,51,13,158.6,3,4,2,9,342,Loyal Customers
12581,146,12,308.69,1,3,4,8,134,At Risk
12582,25,10,329.4,4,2,5,11,425,New Customers
12583,149,9,213.39,1,2,3,6,123,Hibernating
12584,185,12,188.34,1,3,2,6,132,Hibernating
12585,1,12,255.18,5,3,4,12,534,Loyal Customers
12586,174,14,264.85,1,4,4,9,144,At Risk
12587,15,13,624.26,4,4,5,13,445,Champions
12588,293,8,117.5,1,1,1,3,111,Lost
12589,15,19,322.2,4,5,4,13,454,Champions
12590,53,8,222.52,3,1,3,7,313,Potential Loyalists
12591,12,11,83.55,5,3,1,9,531,Loyal Customers
12592,183,14,227.64,1,4,3,8,143,At Risk
12593,62,11,312.64,3,3,4,10,334,Loyal Customers
12594,31,12,149.47,4,3,2,9,432,Loyal Customers
12595,21,15,358.21,4,5,5,14,455,Champions
12596,83,18,577.23,2,5,5,12,255,At Risk
12597,191,9,89.09,1,2,1,4,121,Lost
12598,176,6,277.05,1,1,4,6,114,Hibernating
12599,186,10,232.75,1,2,3,6,123,Hibernating
12600,9,17,384.92,5,5,5,15,555,Champions
12601,14,14,141.32,5,4,1,10,541,Loyal Customers
12602,41,12,171.37,3,3,2,8,332,Loyal Customers
12603,94,9,136.18,2,2,1,5,221,Hibernating
12604,50,15,435.57,3,5,5,13,355,Loyal Customers
12605,24,12,286.28,4,3,4,11,434,Loyal Customers
12606,14,10,296.84,5,2,4,11,524,New Customers
12607,42,14,270.78,3,4,4,11,344,Loyal Customers
12608,156,10,219.04,1,2,3,6,123,Hibernating
12609,78,15,241.29,2,5,3,10,253,At Risk
12610,25,17,199.6,4,5,3,12,453,Loyal Customers
12611,66,10,288.02,2,2,4,8,224,Need Attention
12612,15,16,290.78,4,5,4,13,454,Champions
12613,131,14,322.89,1,4,4,9,144,At Risk
12614,13,12,146.99,5,3,2,10,532,Loyal Customers
12615,9,11,319.6,5,3,4,12,534,Loyal Customers
12616,112,8,129.14,2,1,1,4,211,Hibernating
12617,41,19,287.08,3,5,4,12,354,Loyal Customers
12618,107,7,217.04,2,1,3,6,213,Hibernating
12619,62,12,255.6,3,3,4,10,334,Loyal Customers
12620,40,7,186.37,3,1,2,6,312,Promising
12621,35,10,266.35,3,2,4,9,324,Potential Loyalists
12622,98,8,151.17,2,1,2,5,212,Hibernating
12623,35,8,231.28,3,1,3,7,313,Potential Loyalists
12624,396,6,98.08,1,1,1,3,111,Lost
12625,168,10,143.94,1,2,1,4,121,Lost
12626,259,7,57.84,1,1,1,3,111,Lost
12627,18,21,273.95,4,5,4,13,454,Champions
12628,89,11,147.35,2,3,2,7,232,Need Attention
12629,48,11,208.25,3,3,3,9,333,Loyal Customers
12630,60,14,263.8,3,4,4,11,344,Loyal Customers
12631,7,18,636.95,5,5,5,15,555,Champions
12632,71,9,116.75,2,2,1,5,221,Hibernating
12633,15,12,164.5,4,3,2,9,432,Loyal Customers
12634,97,15,264.5,2,5,4,11,254,At Risk
12635,92,8,84.59,2,1,1,4,211,Hibernating
12636,5,10,218.29,5,2,3,10,523,New Customers
12637,79,11,162.25,2,3,2,7,232,Need Attention
12638,1,9,220.38,5,2,3,10,523,New Customers
12639,12,10,242.59,5,2,3,10,523,New Customers
12640,3,14,229.01,5,4,3,12,543,Loyal Customers
12641,13,12,251.21,5,3,4,12,534,Loyal Customers
12642,31,18,332.0,4,5,5,14,455,Champions
12643,2,12,207.9,5,3,3,11,533,Loyal Customers
12644,252,11,166.05,1,3,2,6,132,Hibernating
12645,66,6,72.75,2,1,1,4,211,Hibernating
12646,29,13,436.22,4,4,5,13,445,Champions
12647,144,12,221.7,1,3,3,7,133,At Risk
12648,10,16,337.73,5,5,5,15,555,Champions
12649,161,13,133.05,1,4,1,6,141,Cant Lose Them
12650,283,8,98.65,1,1,1,3,111,Lost
12651,7,11,186.7,5,3,2,10,532,Loyal Customers
12652,4,20,353.57,5,5,5,15,555,Champions
12653,35,15,573.32,3,5,5,13,355,Loyal Customers
12654,85,7,36.25,2,1,1,4,211,Hibernating
12655,112,10,123.47,2,2,1,5,221,Hibernating
12656,2,11,340.98,5,3,5,13,535,Loyal Customers
12657,47,10,171.93,3,2,2,7,322,Promising
12658,23,9,229.71,4,2,3,9,423,New Customers
12659,11,14,250.7,5,4,4,13,544,Champions
12660,346,5,42.88,1,1,1,3,111,Lost
12661,26,16,333.04,4,5,5,14,455,Champions
12662,168,10,216.05,1,2,3,6,123,Hibernating
12663,63,6,79.2,2,1,1,4,211,Hibernating
12664,82,14,113.95,2,4,1,7,241,Cant Lose Them
12665,36,13,314.39,3,4,4,11,344,Loyal Customers
12666,10,13,154.69,5,4,2,11,542,Loyal Customers
12667,155,10,166.35,1,2,2,5,122,Lost
12668,4,7,333.5,5,1,5,11,515,New Customers
12669,10,6,137.23,5,1,1,7,511,New Customers
12670,75,13,441.17,2,4,5,11,245,At Risk
12671,19,14,396.89,4,4,5,13,445,Champions
12672,74,10,309.98,2,2,4,8,224,Need Attention
12673,164,13,174.77,1,4,2,7,142,Cant Lose Them
12674,24,11,123.04,4,3,1,8,431,Loyal Customers
12675,23,12,359.7,4,3,5,12,435,Loyal Customers
12676,58,14,221.42,3,4,3,10,343,Loyal Customers
12677,94,12,206.05,2,3,3,8,233,At Risk
12678,15,10,139.52,4,2,1,7,421,New Customers
12679,160,7,112.85,1,1,1,3,111,Lost
12680,18,13,235.37,4,4,3,11,443,Loyal Customers
12681,105,15,326.07,2,5,5,12,255,At Risk
12682,73,11,76.05,2,3,1,6,231,Hibernating
12683,228,6,176.82,1,1,2,4,112,Lost
12684,75,13,319.1,2,4,4,10,244,At Risk
12685,5,11,165.43,5,3,2,10,532,Loyal Customers
12686,2,8,267.18,5,1,4,10,514,New Customers
12687,190,12,400.45,1,3,5,9,135,At Risk
12688,91,9,226.15,2,2,3,7,223,Need Attention
12689,27,13,386.02,4,4,5,13,445,Champions
12690,62,7,88.15,3,1,1,5,311,Promising
12691,88,8,169.93,2,1,2,5,212,Hibernating
12692,42,14,358.11,3,4,5,12,345,Loyal Customers
12693,194,10,186.38,1,2,2,5,122,Lost
12694,17,16,427.95,4,5,5,14,455,Champions
12695,503,7,80.3,1,1,1,3,111,Lost
12696,59,8,95.03,3,1,1,5,311,Promising
12697,36,12,455.77,3,3,5,11,335,Loyal Customers
12698,24,17,210.4,4,5,3,12,453,Loyal Customers
12699,45,7,59.0,3,1,1,5,311,Promising
12700,43,9,74.55,3,2,1,6,321,Promising
12701,57,10,200.99,3,2,3,8,323,Potential Loyalists
12702,76,10,172.14,2,2,2,6,222,Hibernating
12703,4,8,138.15,5,1,1,7,511,New Customers
12704,13,13,333.9,5,4,5,14,545,Champions
12705,69,9,179.22,2,2,2,6,222,Hibernating
12706,23,7,107.49,4,1,1,6,411,New Customers
12707,153,3,91.96,1,1,1,3,111,Lost
12708,170,10,200.53,1,2,3,6,123,Hibernating
12709,59,12,317.8,3,3,4,10,334,Loyal Customers
12710,34,8,323.31,3,1,4,8,314,Potential Loyalists
12711,338,12,202.18,1,3,3,7,133,At Risk
12712,203,5,77.92,1,1,1,3,111,Lost
12713,235,15,371.92,1,5,5,11,155,At Risk
12714,30,13,196.06,4,4,2,10,442,Loyal Customers
12715,25,12,243.34,4,3,3,10,433,Loyal Customers
12716,17,12,560.84,4,3,5,12,435,Loyal Customers
12717,42,15,349.45,3,5,5,13,355,Loyal Customers
12718,62,15,462.27,3,5,5,13,355,Loyal Customers
12719,22,10,125.29,4,2,1,7,421,New Customers
12720,120,16,407.42,2,5,5,12,255,At Risk
12721,50,9,287.48,3,2,4,9,324,Potential Loyalists
12722,9,12,441.16,5,3,5,13,535,Loyal Customers
12723,50,14,173.94,3,4,2,9,342,Loyal Customers
12724,7,14,386.38,5,4,5,14,545,Champions
12725,40,8,152.82,3,1,2,6,312,Promising
12726,46,12,243.55,3,3,3,9,333,Loyal Customers
12727,194,16,362.33,1,5,5,11,155,At Risk
12728,4,13,280.87,5,4,4,13,544,Champions
12729,97,12,248.18,2,3,3,8,233,At Risk
12730,4,10,129.44,5,2,1,8,521,New Customers
12731,162,11,121.85,1,3,1,5,131,Hibernating
12732,7,9,221.44,5,2,3,10,523,New Customers
12733,30,20,348.12,4,5,5,14,455,Champions
12734,80,8,76.25,2,1,1,4,211,Hibernating
12735,142,13,265.7,1,4,4,9,144,At Risk
12736,56,13,149.54,3,4,2,9,342,Loyal Customers
12737,43,12,227.83,3,3,3,9,333,Loyal Customers
12738,3,13,158.1,5,4,2,11,542,Loyal Customers
12739,27,13,381.75,4,4,5,13,445,Champions
12740,37,14,203.29,3,4,3,10,343,Loyal Customers
12741,139,16,240.74,1,5,3,9,153,At Risk
12742,188,6,266.22,1,1,4,6,114,Hibernating
12743,88,13,261.0,2,4,4,10,244,At Risk
12744,147,11,260.4,1,3,4,8,134,At Risk
12745,5,12,305.47,5,3,4,12,534,Loyal Customers
12746,18,15,124.15,4,5,1,10,451,Loyal Customers
12747,171,12,147.7,1,3,2,6,132,Hibernating
12748,35,10,155.8,3,2,2,7,322,Promising
12749,41,21,513.02,3,5,5,13,355,Loyal Customers
12750,15,10,134.0,4,2,1,7,421,New Customers
12751,28,12,175.49,4,3,2,9,432,Loyal Customers
12752,93,17,529.66,2,5,5,12,255,At Risk
12753,229,11,295.5,1,3,4,8,134,At Risk
12754,14,11,171.1,5,3,2,10,532,Loyal Customers
12755,54,16,407.63,3,5,5,13,355,Loyal Customers
12756,90,11,225.1,2,3,3,8,233,At Risk
12757,46,13,202.04,3,4,3,10,343,Loyal Customers
12758,16,16,350.25,4,5,5,14,455,Champions
12759,58,11,172.64,3,3,2,8,332,Loyal Customers
12760,38,12,243.63,3,3,3,9,333,Loyal Customers
12761,59,14,233.78,3,4,3,10,343,Loyal Customers
12762,101,9,136.49,2,2,1,5,221,Hibernating
12763,34,15,210.05,3,5,3,11,353,Loyal Customers
12764,30,10,139.74,4,2,1,7,421,New Customers
12765,16,15,236.6,4,5,3,12,453,Loyal Customers
12766,9,9,171.77,5,2,2,9,522,New Customers
12767,16,15,319.15,4,5,4,13,454,Champions
12768,39,14,266.77,3,4,4,11,344,Loyal Customers
12769,81,10,194.05,2,2,2,6,222,Hibernating
12770,46,12,379.93,3,3,5,11,335,Loyal Customers
12771,158,13,406.16,1,4,5,10,145,At Risk
12772,62,15,289.78,3,5,4,12,354,Loyal Customers
12773,5,13,192.7,5,4,2,11,542,Loyal Customers
12774,68,18,350.28,2,5,5,12,255,At Risk
12775,90,19,258.2,2,5,4,11,254,At Risk
12776,78,11,318.26,2,3,4,9,234,At Risk
12777,7,15,246.76,5,5,3,13,553,Loyal Customers
12778,6,12,237.94,5,3,3,11,533,Loyal Customers
12779,7,14,343.55,5,4,5,14,545,Champions
12780,12,13,327.07,5,4,5,14,545,Champions
12781,13,21,301.84,5,5,4,14,554,Champions
12782,318,7,170.3,1,1,2,4,112,Lost
12783,2,15,264.54,5,5,4,14,554,Champions
12784,111,14,228.33,2,4,3,9,243,At Risk
12785,190,6,65.1,1,1,1,3,111,Lost
12786,46,13,284.82,3,4,4,11,344,Loyal Customers
12787,40,19,523.57,3,5,5,13,355,Loyal Customers
12788,35,17,441.72,3,5,5,13,355,Loyal Customers
12789,54,13,267.72,3,4,4,11,344,Loyal Customers
12790,72,13,248.86,2,4,3,9,243,At Risk
12791,12,13,361.03,5,4,5,14,545,Champions
12792,141,10,150.28,1,2,2,5,122,Lost
12793,57,14,194.45,3,4,2,9,342,Loyal Customers
12794,47,16,300.87,3,5,4,12,354,Loyal Customers
12795,39,17,336.32,3,5,5,13,355,Loyal Customers
12796,6,21,466.64,5,5,5,15,555,Champions
